batch_id,production_date,plant,production_line,vehicle_model,shift,units_produced,defective_units,defect_category,rework_units,scrap_units,downtime_minutes,cycle_time_seconds,quality_score,supplier_id,component_category,inspection_status,temperature_c,operator_team,notes
BATCH-00483,2025-09-07,Plant 02,Line 1,Eterna,Morning,87,0,None,0,0,18.76,78.11,96.85,SUP-08,Body,Passed,25.5,Team Gamma,Routine quality inspection completed.
BATCH-01266,2025-11-24,Plant 02,Line 1,Strada X,Night,120,0,None,0,0,0.17,88.63,98.78,SUP-07,Braking,Passed,22.9,Team Gamma,Minor process adjustment performed.
BATCH-01221,2025-03-21,Plant 01,Line 2,Strada X,Morning,71,0,None,0,0,42.36,82.85,98.95,SUP-03,Powertrain,Passed,22.4,Team Beta,Supplier component verification required.
BATCH-01297,2025-11-16,Plant 01,Line 4,Veloce S,Afternoon,102,2,Interior,1,1,3.91,75.77,95.54,SUP-04,Powertrain,Passed,21.7,Team Beta,
BATCH-00941,2025-04-04,Plant 01,Line 1,Veloce S,Afternoon,45,0,None,0,0,14.99,89.8,97.03,SUP-05,Braking,Passed,20.9,Team Delta,
BATCH-00372,2025-10-21,Plant 01,Line 4,Aquila GT,Night,107,2,Dimensional,1,0,754.72,90.95,97.31,SUP-08,Braking,Passed,24.0,Team Gamma,
BATCH-01156,2025-01-26,Plant 02,Line 1,Aquila GT,Afternoon,87,0,None,0,0,10.56,96.04,96.55,SUP-06,Braking,Passed,17.9,Team Alpha,Supplier component verification required.
BATCH-01186,2025-08-17,Plant 02,Line 1,Eterna,Night,92,3,Interior,0,3,42.87,73.04,92.79,SUP-12,Body,Review,21.5,Team Delta,Production line calibration completed.
BATCH-00935,2025-12-08,Plant 01,Line 2,Veloce S,Night,77,2,Dimensional,2,0,18.75,81.59,96.27,SUP-07,Interior,Review,21.4,Team Alpha,Minor process adjustment performed.
BATCH-00690,2025-03-02,Plant 02,Line 1,Strada X,Afternoon,86,2,Paint,0,0,22.84,84.66,97.12,SUP-10,Interior,Passed,23.1,Team Beta,
BATCH-01014,2025-07-24,Plant 02,Line 2,Aquila GT,Night,98,3,Interior,3,0,31.2,87.93,93.82,SUP-09,Interior,Review,23.1,Team Beta,Minor process adjustment performed.
BATCH-01689,2025-12-28,Plant 02,Line 1,Veloce S,Morning,112,4,Assembly,2,0,58.93,81.98,93.54,SUP-04,Powertrain,Review,19.9,Team Gamma,Supplier component verification required.
BATCH-00109,2025-04-17,Plant 02,Line 2,Aquila GT,Morning,58,0,None,0,0,42.84,91.97,99.26,SUP-01,Braking,Passed,23.9,Team Beta,
BATCH-00553,2025-08-14,Plant 02,Line 4,Veloce S,Morning,65,0,None,0,0,25.61,88.06,99.81,SUP-01,Interior,Passed,22.9,Team Gamma,
BATCH-00764,2025-10-17,Plant 02,Line 1,Eterna,Afternoon,115,1,Electronics,0,0,12.34,555.39,97.35,SUP-07,Electronics,Passed,25.0,Team Alpha,Minor process adjustment performed.
BATCH-01468,2025-12-23,Plant 01,Line 2,Eterna,Morning,46,1,Electronics,1,0,5.46,82.77,96.77,SUP-05,Interior,Passed,21.9,Team Gamma,
BATCH-00073,2025-03-14,Plant 02,Line 2,Strada X,Morning,87,1,Assembly,0,0,0.0,101.97,97.17,SUP-01,Braking,Passed,24.9,Team Alpha,Routine quality inspection completed.
BATCH-00750,2025-01-21,Plant 02,Line 2,Aquila GT,Morning,64,0,None,0,0,9.22,74.07,98.99,SUP-04,Body,Passed,21.6,Team Beta,Production line calibration completed.
BATCH-01963,2025-03-18,Plant 01,Line 2,Eterna,Night,83,3,Electronics,1,2,24.11,86.81,94.9,SUP-05,Body,Review,24.7,Team Alpha,Supplier component verification required.
BATCH-00314,2025-01-26,Plant 01,Line 2,Aquila GT,Night,99,1,Dimensional,1,0,52.78,79.4,98.55,SUP-02,Braking,Passed,25.4,Team Gamma,Routine quality inspection completed.
BATCH-01920,2025-10-18,Plant 02,Line 4,Strada X,Night,47,1,Dimensional,1,0,,96.11,97.4,SUP-08,Powertrain,Passed,24.7,Team Delta,Routine quality inspection completed.
BATCH-01710,2025-05-31,Plant 02,Line 3,Veloce S,Morning,118,2,Paint,1,0,19.1,79.11,96.79,SUP-12,Electronics,Passed,25.9,Team Delta,Supplier component verification required.
BATCH-00248,2025-08-05,Plant 02,Line 3,Veloce S,Night,67,2,Interior,1,1,64.7,72.5,93.81,SUP-10,Braking,Review,24.8,Team Gamma,
BATCH-01912,2025-10-24,Plant 02,Line 3,Eterna,Afternoon,117,6,Dimensional,1,3,21.02,91.26,91.44,SUP-11,Electronics,Failed,26.9,Team Alpha,
BATCH-01666,2025-09-03,Plant 01,Line 4,Eterna,Morning,55,0,None,0,0,17.44,69.07,98.17,SUP-04,Interior,Passed,26.0,Team Beta,Routine quality inspection completed.
BATCH-01236,2025-06-05,Plant 02,Line 1,Aquila GT,Afternoon,113,4,Electronics,3,1,23.17,72.37,,SUP-10,Electronics,Review,23.0,Team Alpha,
BATCH-01967,2025-04-23,Plant 02,Line 1,Strada X,Afternoon,84,4,Assembly,2,2,12.06,79.07,93.52,SUP-03,Electronics,Failed,19.1,Team Delta,Routine quality inspection completed.
BATCH-01218,2025-05-25,Plant 02,Line 2,Strada X,Morning,66,1,Assembly,0,1,28.27,73.35,95.13,SUP-02,Powertrain,Passed,24.8,Team Alpha,Production line calibration completed.
BATCH-00201,2025-08-19,Plant 02,Line 2,Aquila GT,Night,75,2,Paint,1,0,22.17,79.9,96.65,SUP-06,Electronics,Review,23.5,Team Alpha,
BATCH-01562,2025-02-24,Plant 02,Line 2,Aquila GT,Night,73,2,Mechanical,0,0,23.05,87.13,96.81,SUP-05,Suspension,Review,19.7,Team Delta,
BATCH-01072,2025-11-11,Plant 02,Line 4,Veloce S,Afternoon,99,1,Paint,0,0,43.17,98.25,97.73,SUP-01 ,Electronics,Passed,23.4,Team Beta,
BATCH-01593,2025-02-15,Plant 02,Line 1,Veloce S,Afternoon,117,1,Mechanical,1,0,16.29,96.27,96.96,SUP-01,Braking,Passed,22.0,Team Alpha,
BATCH-00036,2025-02-15,Plant 02,Line 1,Aquila GT,Afternoon,108,1,Mechanical,0,1,17.78,85.76,95.36,SUP-02,Body,Passed,23.5,Team Delta,Minor process adjustment performed.
BATCH-00740,2025-01-29,Plant 02,Line 2,Strada X,Night,105,4,Mechanical,4,0,55.14,71.49,93.28,SUP-12,Electronics,Review,23.5,Team Gamma,Supplier component verification required.
BATCH-00936,2025-05-13,Plant 02,Line 1,Veloce S,Morning,69,1,Interior,0,0,9.98,84.27,95.99,SUP-01,Interior,Passed,25.3,Team Alpha,Production line calibration completed.
BATCH-01775,2025-06-29,Plant 02,Line 2,Aquila GT,Morning,82,3,Paint,1,2,49.07,63.22,93.97,SUP-11,Electronics,Review,21.3,Team Alpha,Routine quality inspection completed.
BATCH-01026,2025-12-27,Plant 02,Line 4,Veloce S,Morning,103,2,Assembly,0,1,37.94,71.76,,SUP-01,Interior,Passed,18.0,Team Gamma,
BATCH-01070,2025-11-22,Plant 02,Line 3,Strada X,Afternoon,115,4,Dimensional,4,0,10.22,81.07,96.4,SUP-07,Suspension,Review,22.3,Team Delta,
BATCH-00319,2025-04-14,Plant 02,Line 3,Eterna,Afternoon,73,2,Interior,2,0,18.27,109.08,96.42,,Powertrain,Review,25.4,Team Delta,
BATCH-00186,2025-04-08,Plant 01,Line 2,Eterna,Afternoon,106,1,Paint,0,0,14.73,85.09,97.51,SUP-11,Braking,Passed,22.4,Team Beta,
BATCH-00808,2025-10-03,Plant 01,Line 4,Strada X,Night,72,2,Assembly,2,0,23.61,84.17,94.17,SUP-11,Electronics,Review,23.0,Team Beta,
BATCH-00058,2025-07-09,Plant 01,Line 1,Aquila GT,Night,102,7,Dimensional,3,0,15.18,78.99,91.17,SUP-12,Electronics,Failed,24.3,Team Delta,
BATCH-00699,2025-09-07,Plant 01,Line 4,Aquila GT,Morning,68,2,Paint,1,0,38.89,82.44,,SUP-08,Electronics,Review,23.8,Team Beta,
BATCH-01613,2025-04-01,Plant 02,Line 2,Veloce S,Morning,89,0,None,0,0,33.95,76.79,97.44,SUP-01,Powertrain,Passed,23.3,Team Alpha,
BATCH-01586,2025-10-11,Plant 02,Line 4,Strada X,Night,112,3,Dimensional,0,0,37.13,79.45,94.77,SUP-09,Powertrain,Review,23.8,Team Gamma,
BATCH-00239,2025-12-24,Plant 02,Line 2,Eterna,Afternoon,110,7,Paint,7,0,15.48,89.67,91.43,SUP-07,Interior,Failed,19.5,Team Delta,
BATCH-01483,2025-01-10,Plant 01,Line 3,Eterna,Night,74,3,Paint,2,1,64.41,70.78,91.82,SUP-11,Interior,Failed,22.8,Team Delta,
BATCH-01340,2025-12-03,Plant 01,Line 3,Veloce S,Morning,54,1,Electronics,0,1,49.69,90.48,97.86,SUP-11,Body,Passed,19.6,Team Gamma,Production line calibration completed.
BATCH-01599,2025-04-09,Plant 01,Line 1,Aquila GT,Morning,107,1,Paint,0,0,0.0,76.25,96.2,SUP-01,Powertrain,Passed,25.6,Team Delta,Routine quality inspection completed.
BATCH-01036,2025-11-28,Plant 01,Line 4,Eterna,Afternoon,48,0,None,0,0,14.67,85.69,100,SUP-11,Braking,Passed,19.2,Team Alpha,
BATCH-01718,2025-07-10,Plant 01,Line 1,Veloce S,Afternoon,114,2,Electronics,0,0,34.75,97.52,95.89,SUP-06,Braking,Passed,21.2,Team Beta,
BATCH-00801,2025-02-14,Plant 01,Line 3,Strada X,Afternoon,70,0,None,0,0,38.98,94.66,96.53,SUP-07,Suspension,Passed,20.4,Team Delta,Routine quality inspection completed.
BATCH-00692,2025-03-22,Plant 02,Line 3,Aquila GT,Afternoon,63,4,Electronics,0,1,61.85,85.41,88.37,SUP-12,Electronics,Failed,23.6,Team Beta,Routine quality inspection completed.
BATCH-01318,2025-03-02,Plant 02,Line 3,Veloce S,Morning,61,1,Assembly,1,0,4.37,73.43,94.03,SUP-12,Electronics,Passed,19.1,Team Beta,
BATCH-00961,2025-04-20,Plant 02,Line 2,Strada X,Afternoon,100,0,None,0,0,16.9,58.87,99.02,SUP-03,Interior,Passed,22.2,Team Alpha,Production line calibration completed.
BATCH-01073,2025-09-05,Plant 01,Line 1,Strada X,Morning,108,2,Assembly,1,0,21.64,66.65,96.38,SUP-06,Suspension,Passed,27.2,Team Gamma,Supplier component verification required.
BATCH-00400,2025-01-01,Plant 01,Line 2,Veloce S,Night,104,1,Electronics,0,1,28.04,80.15,96.31,SUP-10,Body,Passed,22.6,Team Gamma,
BATCH-01548,2025-05-08,Plant 01,Line 3,Strada X,Morning,108,1,Assembly,0,1,8.99,88.07,96.68,SUP-06,Interior,Passed,19.7,Team Gamma,Minor process adjustment performed.
BATCH-01624,2025-07-24,Plant 01,Line 4,Strada X,Morning,120,1,Dimensional,0,0,32.96,88.3,94.69,SUP-06,Electronics,Passed,18.8,Team Gamma,Supplier component verification required.
BATCH-00967,2025-11-01,Plant 01,Line 4,Aquila GT,Afternoon,95,3,Electronics,2,0,34.63,81.51,94.57,SUP-03,Suspension,Review,24.2,Team Delta,
BATCH-00576,2025-03-24,Plant 01,Line 2,Strada X,Night,76,2,Paint,2,0,54.23,77.4,93.67,SUP-03,Electronics,Review,24.3,Team Gamma,
BATCH-01837,2025-11-20,Plant 01,Line 4,Eterna,Afternoon,69,1,Assembly,0,0,40.55,74.95,97.32,SUP-07,Interior,Passed,21.7,Team Delta,Routine quality inspection completed.
BATCH-01533,2025-06-12,Plant 01,Line 1,Strada X,Afternoon,48,1,Electronics,0,1,6.16,95.76,97.39,SUP-06,Suspension,Passed,25.4,Team Alpha,Production line calibration completed.
BATCH-00767,2025-01-26,Plant 01,Line 3,Aquila GT,Morning,59,2,Electronics,1,1,18.94,88.2,91.74,SUP-12,Electronics,Review,21.2,Team Delta,
BATCH-01352,2025-10-15,Plant 01,Line 3,Veloce S,Morning,53,1,Interior,0,0,854.17,90.83,95.8,SUP-10,Braking,Passed,23.5,Team Alpha,Production line calibration completed.
BATCH-00007,2025-04-01,Plant 02,Line 1,Eterna,Afternoon,83,2,Mechanical,0,1,51.43,78.88,95.72,SUP-01,Electronics,Passed,19.5,Team Delta,Production line calibration completed.
BATCH-01353,2025-10-29,Plant 02,Line 2,Aquila GT,Afternoon,119,1,Electronics,1,0,6.62,92.76,98.21,SUP-04,Suspension,Passed,22.9,Team Delta,
BATCH-00780,2025-11-14,Plant 01,Line 1,Veloce S,Night,117,1,Interior,1,0,18.86,90.71,97.55,SUP-10,Electronics,Passed,27.5,Team Delta,
BATCH-01932,2025-12-17,Plant 02,Line 1,Veloce S,Night,114,2,Paint,2,0,12.9,75.31,95.62,SUP-08,Powertrain,Passed,20.3,Team Alpha,Routine quality inspection completed.
BATCH-00491,2025-05-19,Plant 01,Line 4,Strada X,Afternoon,91,1,Electronics,1,0,44.8,66.33,97.06,SUP-07,Body,Passed,22.8,Team Gamma,Production line calibration completed.
BATCH-00513,2025-03-10,Plant 02,Line 2,Eterna,Night,94,3,Interior,3,0,5.83,110.0,95.99,SUP-11,Suspension,Review,27.7,Team Alpha,Supplier component verification required.
BATCH-01756,2025-01-16,Plant 01,Line 3,Eterna,Morning,119,2,Interior,0,2,29.13,70.61,96.2,SUP-10,Interior,Passed,28.6,Team Beta,Routine quality inspection completed.
BATCH-01683,2025-04-11,Plant 01,Line 3,Strada X,Afternoon,115,0,None,0,0,27.24,88.16,99.06,SUP-11,Body,Passed,24.1,Team Alpha,
BATCH-01838,2025-11-04,Plant 02,Line 2,Aquila GT,Afternoon,57,0,None,0,0,38.98,95.85,96.27,SUP-03,Interior,Passed,22.1,Team Gamma,Minor process adjustment performed.
BATCH-00267,2025-09-23,Plant 01,Line 2,Strada X,Morning,64,1,Assembly,1,0,,94.45,95.76,SUP-04,Powertrain,Passed,18.2,Team Beta,
BATCH-01918,2025-07-07,Plant 01,Line 2,Strada X,Morning,113,1,Interior,1,0,17.38,80.41,99.16,SUP-11,Body,Passed,24.8,Team Delta,Routine quality inspection completed.
BATCH-01788,2025-01-08,Plant 02,Line 1,Aquila GT,Afternoon,59,0,None,0,0,38.24,77.51,97.88,SUP-02,Braking,Passed,22.8,Team Gamma,Routine quality inspection completed.
BATCH-00544,2025-05-07,Plant 02,Line 2,Veloce S,Night,83,0,None,0,0,4.08,93.67,98.05,SUP-08,Powertrain,Passed,21.2,Team Beta,Supplier component verification required.
BATCH-01580,2025-09-19,Plant 01,Line 1,Eterna,Morning,103,1,Mechanical,1,0,10.83,79.42,97.14,SUP-02,Braking,Passed,24.6,Team Beta,Supplier component verification required.
BATCH-00206,2025-01-17,Plant 01,Line 4,Aquila GT,Morning,78,1,Paint,0,0,17.37,86.61,96.33,SUP-11,Braking,Passed,25.1,Team Delta,
BATCH-00608,2025-11-24,Plant 02,Line 2,Veloce S,Night,95,4,Dimensional,2,2,12.59,96.42,94.11,SUP-02,Electronics,Failed,24.1,Team Delta,
BATCH-00631,2025-03-26,Plant 01,Line 4,Veloce S,Afternoon,98,1,Interior,0,1,22.35,83.19,99.03,SUP-04,Interior,Passed,23.1,Team Gamma,Production line calibration completed.
BATCH-01536,2025-08-31,Plant 02,Line 4,Veloce S,Night,75,1,Assembly,0,1,25.0,84.76,96.77,SUP-07,Suspension,Passed,21.1,Team Gamma,
BATCH-01303,2025-05-27,Plant 01,Line 2,Aquila GT,Night,94,1,Dimensional,0,0,48.63,77.12,95.12,SUP-02,Body,Passed,23.2,Team Delta,
BATCH-01714,2025-04-24,Plant 01,Line 3,Eterna,Afternoon,85,2,Assembly,0,1,20.97,86.72,92.6,SUP-08,Powertrain,Review,24.2,Team Alpha,
BATCH-01749,2025-07-19,Plant 01,Line 4,Aquila GT,Night,98,0,None,0,0,0.0,63.77,100,,Interior,Passed,23.0,Team Gamma,Minor process adjustment performed.
BATCH-00744,2025-09-09,Plant 01,Line 3,Aquila GT,Morning,87,1,Electronics,0,0,36.91,85.37,94.26,SUP-08,Powertrain,Passed,21.4,Team Beta,Production line calibration completed.
BATCH-00447,2025-10-28,Plant 01,Line 1,Strada X,Afternoon,61,0,None,0,0,30.09,87.03,97.06,SUP-09,Suspension,Passed,21.1,Team Alpha,Minor process adjustment performed.
BATCH-01711,2025-10-30,Plant 01,Line 2,Veloce S,Afternoon,70,1,Electronics,0,0,32.6,93.57,95.26,SUP-08,Braking,Passed,23.6,Team Gamma,
BATCH-01300,2025-12-22,Plant 02,Line 1,Eterna,Morning,107,0,None,0,0,32.97,74.13,96.44,SUP-04,Braking,Passed,22.3,Team Beta,
BATCH-01607,2025-01-19,Plant 02,Line 2,Strada X,Night,71,4,Dimensional,3,0,37.32,82.21,92.55,SUP-09,Powertrain,Failed,26.0,Team Delta,Production line calibration completed.
BATCH-01399,2025-08-08,Plant 01,Line 1,Strada X,Afternoon,74,1,Dimensional,1,0,0.51,81.86,98.86,SUP-04,Suspension,Passed,17.8,Team Delta,
BATCH-00574,2025-03-18,Plant 02,Line 2,Strada X,Afternoon,72,0,None,0,0,10.15,87.37,97.14,SUP-08,Body,Passed,20.5,Team Beta,
BATCH-00299,2025-04-15,Plant 02,Line 3,Aquila GT,Morning,46,1,Interior,0,1,52.15,104.55,93.76,SUP-12,Interior,Review,23.7,Team Beta,
BATCH-01470,2025-12-17,Plant 02,Line 4,Aquila GT,Afternoon,120,1,Paint,1,0,0.06,81.4,96.33,SUP-11,Braking,Passed,21.1,Team Delta,
BATCH-01031,2025-01-14,Plant 01,Line 4,Aquila GT,Morning,95,2,Dimensional,1,1,17.59,73.17,93.58,SUP-06,Body,Review,25.5,Team Alpha,
BATCH-00655,2025-10-24,Plant 02,Line 3,Aquila GT,Afternoon,46,0,None,0,0,51.13,88.06,98.79,SUP-09,Braking,Passed,22.8,Team Beta,
BATCH-00517,2025-10-22,Plant 01,Line 2,Aquila GT,Night,95,3,Paint,2,0,41.04,83.39,95.81,SUP-10,Suspension,Review,23.0,Team Alpha,Minor process adjustment performed.
BATCH-00881,2025-08-15,Plant 02,Line 1,Aquila GT,Morning,56,0,None,0,0,26.61,88.44,98.4,SUP-04,Interior,Passed,25.7,Team Gamma,Supplier component verification required.
BATCH-00894,2025-11-19,Plant 02,Line 1,Veloce S,Afternoon,66,0,None,0,0,27.64,84.11,98.51,SUP-11,Electronics,Passed,19.7,Team Alpha,Production line calibration completed.
BATCH-00426,2025-09-27,Plant 01,Line 1,Strada X,Night,90,0,None,0,0,17.75,75.18,97.51,SUP-12,Body,Passed,21.8,Team Delta,
BATCH-00788,2025-09-02,Plant 02,Line 4,Aquila GT,Morning,77,1,Assembly,1,0,43.18,83.72,98.34,SUP-09,Interior,Passed,23.4,Team Gamma,
BATCH-00318,2025-02-20,Plant 01,Line 4,Strada X,Afternoon,73,2,Electronics,0,2,40.47,77.57,94.22,SUP-01,Powertrain,Review,25.0,Team Beta,
BATCH-00244,2025-10-27,Plant 01,Line 2,Veloce S,Afternoon,51,3,Paint,2,0,35.99,91.03,90.56,SUP-03,Body,Failed,22.3,Team Gamma,Routine quality inspection completed.
BATCH-01487,2025-05-06,Plant 02,Line 4,Veloce S,Night,111,2,Mechanical,0,2,14.41,92.27,95.88,SUP-06,Powertrain,Passed,24.5,Team Alpha,
BATCH-01952,2025-10-13,Plant 02,Line 2,Veloce S,Morning,114,3,Interior,1,1,0.0,97.91,96.21,SUP-07,Interior,Review,22.6,Team Delta,
BATCH-01653,2025-12-04,Plant 01,Line 4,Strada X,Night,53,0,None,0,0,46.98,94.91,98.71,SUP-05,Body,Passed,22.3,Team Delta,Routine quality inspection completed.
BATCH-01629,2025-09-21,Plant 02,Line 2,Veloce S,Night,120,130,Paint,5,1,36.77,97.06,93.3,SUP-09,Electronics,Failed,23.8,Team Beta,Supplier component verification required.
BATCH-00180,2025-09-12,Plant 02,Line 1,Eterna,Night,116,4,Mechanical,0,1,8.82,90.09,94.0,SUP-06,Powertrain,Review,25.5,Team Gamma,Production line calibration completed.
BATCH-00192,2025-11-11,Plant 02,Line 2,Eterna,Morning,112,2,Electronics,2,0,47.34,76.36,96.36,,Body,Passed,24.9,Team Gamma,Minor process adjustment performed.
BATCH-01595,2025-03-25,Plant 02,Line 2,Strada X,Night,48,0,None,0,0,30.87,89.83,98.83,SUP-12,Interior,Passed,23.4,Team Alpha,
BATCH-01905,2025-01-29,Plant 02,Line 1,Strada X,Morning,97,1,Assembly,0,0,30.52,71.88,97.56,SUP-09,Interior,Passed,23.4,Team Alpha,Production line calibration completed.
BATCH-01099,2025-09-15,Plant 02,Line 4,Aquila GT,Afternoon,51,0,None,0,0,50.97,83.02,97.06,SUP-08,Powertrain,Passed,23.7,Team Delta,Supplier component verification required.
BATCH-00899,2025-03-30,Plant 01,Line 1,Eterna,Night,77,1,Interior,0,0,56.81,88.41,96.42,SUP-06,Electronics,Passed,21.6,Team Gamma,Supplier component verification required.
BATCH-00908,2025-04-08,Plant 02,Line 3,Veloce S,Morning,58,1,Paint,0,0,45.8,82.97,96.82,SUP-03,Powertrain,Passed,25.0,Team Alpha,Supplier component verification required.
BATCH-01359,2025-01-31,Plant 01,Line 1,Aquila GT,Afternoon,76,0,None,0,0,31.1,78.6,96.73,SUP-12,Powertrain,Passed,24.3,Team Gamma,Production line calibration completed.
BATCH-01478,2025-09-29,Plant 02,Line 4,Aquila GT,Morning,94,1,Assembly,0,0,28.25,97.75,93.99,SUP-11,Suspension,Review,25.3,Team Beta,
BATCH-00213,2025-03-12,Plant 02,Line 2,Aquila GT,Night,56,1,Paint,0,0,14.71,97.96,97.36,SUP-12,Body,Passed,22.5,Team Alpha,Routine quality inspection completed.
BATCH-01052,2025-10-07,Plant 02,Line 1,Aquila GT,Morning,100,1,Assembly,0,0,7.24,80.34,97.37,SUP-11,Electronics,Passed,24.4,Team Delta,
BATCH-01786,2025-05-31,Plant 01,Line 2,Eterna,Night,104,4,Interior,2,0,13.19,83.07,95.94,SUP-02,Braking,Review,24.6,Team Gamma,
BATCH-01173,2025-04-17,Plant 01,Line 3,Veloce S,Morning,85,3,Assembly,0,3,62.73,85.02,94.38,SUP-06,Interior,Review,20.9,Team Gamma,Production line calibration completed.
BATCH-00240,2025-12-13,Plant 01,Line 3,Strada X,Afternoon,92,0,None,0,0,43.44,83.9,97.25,SUP-11,Braking,Passed,24.2,Team Alpha,Routine quality inspection completed.
BATCH-01493,2025-09-18,Plant 01,Line 3,Veloce S,Afternoon,57,2,Paint,1,1,19.36,75.31,94.44,SUP-02,Powertrain,Review,17.3,Team Beta,
BATCH-00562,2025-03-05,Plant 01,Line 1,Strada X,Night,98,2,Electronics,0,2,26.63,85.84,93.9,SUP-04,Powertrain,Review,23.5,Team Gamma,
BATCH-01496,2025-05-24,Plant 02,Line 4,Strada X,Afternoon,113,2,Electronics,2,0,28.13,73.42,96.15,SUP-11,Interior,Passed,23.4,Team Alpha,
BATCH-00735,2025-02-12,Plant 02,Line 1,Veloce S,Night,116,8,Electronics,1,3,39.92,81.09,88.33,SUP-07,Interior,Failed,21.8,Team Delta,
BATCH-01728,2025-07-17,Plant 01,Line 2,Strada X,Morning,112,1,Electronics,1,0,39.27,78.68,96.75,SUP-10,Suspension,Passed,23.0,Team Gamma,
BATCH-01691,2025-11-01,Plant 02,Line 2,Strada X,Afternoon,98,2,Paint,0,2,21.74,78.17,96.61,SUP-10,Suspension,Passed,22.9,Team Gamma,Routine quality inspection completed.
BATCH-01575,2025-02-01,Plant 01,Line 3,Veloce S,Night,62,1,Electronics,1,0,61.2,73.75,96.53,SUP-07,Powertrain,Passed,24.9,Team Gamma,Production line calibration completed.
BATCH-00825,2025-10-03,Plant 01,Line 1,Strada X,Morning,50,2,Paint,2,0,21.33,77.6,93.63,SUP-04,Electronics,Review,22.4,Team Beta,
BATCH-01081,2025-08-02,Plant 02,Line 1,Eterna,Afternoon,113,2,Assembly,2,0,30.36,66.87,95.33,SUP-01,Braking,Passed,23.6,Team Gamma,Minor process adjustment performed.
BATCH-01212,2025-04-23,Plant 01,Line 4,Aquila GT,Night,80,1,Mechanical,0,0,0.0,77.87,98.41,SUP-03,Electronics,Passed,22.3,Team Delta,
BATCH-00188,2025-11-02,Plant 02,Line 2,Eterna,Morning,82,4,Interior,0,3,46.55,512.86,93.94,SUP-07,Interior,Failed,25.7,Team Delta,
BATCH-00961,2025-04-20,Plant 02,Line 2,Strada X,Afternoon,100,0,None,0,0,16.9,58.87,99.02,SUP-03,Interior,Passed,22.2,Team Alpha,Production line calibration completed.
BATCH-00621,2025-01-05,Plant 01,Line 1,Eterna,Afternoon,115,3,Paint,2,0,42.86,71.4,95.61,,Electronics,Review,23.9,Team Delta,
BATCH-01978,2025-08-14,Plant 01,Line 1,Aquila GT,Night,96,3,Interior,0,2,54.52,86.53,96.49,SUP-12,Interior,Review,21.4,Team Alpha,Minor process adjustment performed.
BATCH-00069,2025-12-15,Plant 01,Line 2,Eterna,Afternoon,56,0,None,0,0,12.25,65.14,100,SUP-08,Powertrain,Passed,23.0,Team Delta,Minor process adjustment performed.
BATCH-01658,2025-03-10,Plant 01,Line 3,Aquila GT,Night,66,3,Dimensional,1,2,54.52,91.38,92.7,SUP-11,Electronics,Failed,26.5,Team Beta,Minor process adjustment performed.
BATCH-00870,2025-11-22,Plant 01,Line 1,Aquila GT,Night,103,3,Dimensional,3,0,27.37,88.54,93.71,,Interior,Review,19.3,Team Delta,
BATCH-00987,2025-01-11,Plant 01,Line 4,Aquila GT,Afternoon,66,0,None,0,0,27.03,91.25,99.11,SUP-07,Electronics,Passed,20.1,Team Gamma,
BATCH-00868,2025-01-15,Plant 01,Line 2,Veloce S,Afternoon,89,3,Electronics,3,0,,80.51,95.4,SUP-04,Electronics,Review,23.6,Team Gamma,Routine quality inspection completed.
BATCH-00472,2025-03-27,Plant 01,Line 3,Aquila GT,Morning,94,0,None,0,0,34.19,82.51,99.23,SUP-08,Interior,Passed,22.4,Team Gamma,
BATCH-01199,2025-12-04,Plant 02,Line 3,Aquila GT,Night,99,4,Electronics,1,0,30.45,101.38,93.93,SUP-12,Body,Failed,22.3,Team Gamma,Routine quality inspection completed.
BATCH-01848,2025-04-25,Plant 01,Line 3,Strada X,Night,89,2,Paint,0,2,45.11,91.45,94.77,SUP-03,Interior,Passed,24.3,Team Delta,
